gene,length
Q9H9F5,730
Q02080,375
B2RAR6,697
Q59FX6,1949
Q02779,954
P07947,543
Q6PIJ6,1188
P07237,508
O43561,269
Q8TES5,1163
P16070,742
Q96PN8,268
Q96RI9,348
P07948,582
P07949,1114
P53420,1690
P58304,361
Q8NBJ5,622
F5H1E2,771
Q8WYR3,526
Q9UNW8,380
Q9UNW1,487
Q7L1I2,683
Q9UG98,802
Q14683,1233
Q14680,651
Q16775,308
P16383,781
A5JUU3,338
A5JUU5,370
Q13613,673
Q8NG41,125
P16389,499
E9PCW2,592
P11766,374
Q16778,126
O14807,208
O14804,337
O14802,1390
P50213,366
Q2M3T9,481
Q59FC3,761
Q96B26,276
B3KW11,1701
P50219,401
F8WD53,402
P36406,574
P36405,182
P36404,184
P36402,481
Q5J9I4,298
O60931,367
O60930,286
O60934,754
O60939,215
O60938,352
B1AJZ4,1718
B2RTS2,1450
Q68DY9,489
Q5FVE4,666
Q2M1Z1,1453
Q9UBQ6,331
Q9UBQ7,395
Q8NFU7,2136
Q06055,141
P49619,791
Q6FHM9,130
B3KV79,1505
B3KY03,1401
Q15796,467
Q6FHM6,132
Q14D22,265
B3KV73,1133
Q01113,521
A2A3K4,808
P12236,298
P12235,298
Q9UKK6,140
Q07075,957
Q9NZT1,146
Q5TZX1,354
F5H3A1,1023
P17032,561
P17031,533
P17030,456
P61201,443
P17036,446
A6NNS2,312
Q9H716,420
P17039,623
P17038,809
O95007,311
B3KNM4,538
P13727,1479
P13726,295
P13725,252
Q8WTQ7,553
Q9Y4L5,304
Q06430,402
Q5VWH4,700
Q8NDX5,983
Q7Z485,1300
Q8NDX1,1056
P05162,132
P05160,661
P05161,165
P05166,570
A8K654,656
P05164,745
F1T0F8,456
Q9Y2C3,310
Q9UL15,447
P55263,362
Q9P2E5,772
F5H7H0,241
Q9UL12,918
Q504W2,503
P55268,1798
Q9P2E8,410
Q15306,451
A6XAE6,265
Q9UL18,857
Q9UJM8,370
O00311,574
Q15303,1308
O95149,402
Q96I99,432
Q8WXR4,1341
Q0VDC6,145
Q9H8G1,570
Q9Y6F9,365
O95147,198
Q5T6G6,331
Q9BRV8,207
Q9Y6F8,540
B4DJ51,149
Q9NP61,516
Q96KX2,299
B7Z2T5,1023
Q8N3U4,1231
Q6AZZ1,485
Q7LBR1,199
Q9NPI8,374
Q96NC0,199
Q96EU7,318
P18545,87
Q9UKF2,790
P15863,534
Q96R27,311
A0M8W4,145
Q9BXU7,913
O15389,551
Q9Y6F7,555
O15384,393
Q9H0M0,922
O15382,392
B2R9J0,946
P78329,520
Q13637,225
P78324,504
Q9Y265,456
Q9Y264,503
Q9HBE5,538
Q13634,790
Q9Y261,463
Q16832,855
B7ZB07,614
Q8IZF6,3080
Q49AS9,392
Q9UBZ4,518
B7ZB02,318
Q5KU28,389
Q9Y4D2,1042
Q5KU26,742
Q8TDN7,264
Q59F77,1185
Q4VAM5,797
Q8IVZ4,1325
Q69YX3,397
Q4VAM6,797
Q6FG46,326
Q13496,603
B3KRA5,288
P09661,255
B4DWB0,319
P54709,279
Q9Y4D7,1925
P09669,75
P09668,335
Q5FBZ8,932
Q6X9E4,464
B4DZ57,1070
Q86VM9,977
P00414,261
B6ECG9,217
P21589,574
B4DXB4,803
Q9GZN6,736
B7Z8Z3,520
B4DZ58,898
P21580,790
O43820,509
Q8TDP4,376
P02671,866
Q8TDP6,376
P08648,1049
O43825,422
P02675,491
Q9BXL7,1154
P02679,461
Q5THJ1,1718
Q9C040,771
Q15878,2313
Q5QNW6,166
Q96RA2,312
B4E2H7,609
O43776,548
Q92785,391
P10153,161
P10155,538
Q92783,540
P46736,317
P46089,330
P46734,351
Q6P093,401
E9PRW7,1025
Q2L882,603
P35579,1960
P49366,369
P35573,1532
Q6P0Y1,443
P35575,357
B4E1Y4,1056
Q99801,234
Q99807,217
Q96I90,923
B9EGN3,1573
P42345,2549
E9PNK0,390
Q96Q07,612
Q9NUA2,920
Q9HCN2,124
Q8N4A0,578
Q05DN1,543
Q7Z6W7,309
Q6WBX8,426
O75306,463
O75309,829
Q8NG78,346
Q8NGY3,331
Q8NGY2,324
Q13098,550
Q8NGY0,326
Q9BQS6,159
P14091,401
Q8NGY5,312
B4DPG1,741
Q13093,441
B4DEE8,207
P51946,323
Q9NQE7,514
Q6IPF4,366
Q13094,533
Q8TCD6,241
A8K8F9,777
Q6PII5,290
P49910,485
Q54A51,385
D6R919,618
P20231,276
A8K8F5,186
Q53QF9,271
Q9NRW4,184
Q53XC6,433
Q13324,411
Q13326,291
A2A390,450
B2RCY5,633
P23528,204
A4D1L5,183
A4D1L6,183
Q00839,825
Q99777,923
Q9NRW3,190
Q9UGP8,760
Q9Y5U5,242
P98082,770
O43482,229
P19388,210
Q5T0V1,1534
P19387,275
Q0IJ49,568
Q8WZ42,34942
Q0IJ44,806
Q86Y46,540
Q9P2G3,628
O15547,441
E9PQY6,904
O15541,343
Q96R47,310
P36873,332
P36871,562
P31276,330
B4DIL1,4377
Q9NZ94,848
Q8NC51,465
Q6XYD1,293
Q92974,1030
Q9HCJ2,640
A6NN60,329
Q86U11,753
P30679,374
Q9UIK4,488
A8K5I0,641
Q9UDT6,1046
Q92754,450
Q8WXF9,503
Q502V0,333
P40259,229
Q502V5,299
Q502V6,299
B4DYA0,361
Q86SM8,311
B4DYA6,165
Q86SM5,289
B4DTC6,452
P22695,453
P22694,358
Q9NR97,1059
A2ICT2,870
P19961,511
Q3KNV8,242
O15016,1245
Q16740,277
P62258,255
P15056,766
P62253,170
Q8TC24,476
Q8WWL7,1395
Q8WWL2,714
Q9HB71,228
Q9HB75,910
Q9BW19,673
Q99942,182
A5JSJ9,211
Q99943,283
Q9UDV6,495
Q6IAH1,198
P07148,134
Q07444,240
A8K2I8,196
Q99941,703
O14639,846
O14638,875
Q16853,763
Q9P0X4,2229
Q9NZR1,351
P55011,1212
P55010,431
B7Z4B4,454
P50539,228
Q5VUY0,350
Q5VUY2,407
Q9HCC6,247
P51956,510
P51957,841
Q9BVW3,465
P51955,445
P09471,354
Q6I9T3,485
P51959,295
Q6I9T4,97
Q9BYF1,805
Q9NVE5,1235
Q9NP87,508
B2R7Y7,630
Q8NBT2,197
O14558,196
Q5STB2,244
A6NJZ6,1214
A6NJZ3,312
A8K0S7,429
O14556,408
Q9NY25,188
A5PKW4,1024
F5H7Z0,916
P49863,264
P49862,253
Q9Y696,253
Q9Y697,457
Q9Y694,548
Q6TME3,660
Q6TME2,660
P35749,2029
Q96F31,500
Q9NYQ7,3312
A0AV05,492
Q9Y698,323
Q9C0C4,833
Q9NQA5,729
Q9Y496,726
Q07912,1040
P29965,261
B4DLT6,321
Q9Y4Z2,214
O00767,359
O00764,312
O00762,179
O00763,2458
Q8IUQ5,628
Q8TBZ8,553
Q6TFL4,600
Q7Z3S7,1137
A8MYF6,293
Q08ET0,256
Q92574,1164
Q7L2R6,523
Q01726,317
Q9NPI9,418
Q66LE6,453
B2RCD9,521
P08254,477
P08253,660
O75828,277
Q08209,521
O75533,1304
Q5DSZ7,530
O75530,441
O75821,320
O75820,626
Q4G0F4,1230
O75822,258
A8K845,309
F8VYG8,486
Q00059,246
A8K840,633
A8K513,158
Q54AC1,397
Q8TAU3,575
Q53GI3,561
Q8TAU0,364
Q00056,320
Q9Y6L7,1015
Q9Y6L6,691
Q59HE9,560
F8WBZ2,162
P28698,734
Q96PQ1,595
Q9HAU5,1272
B4E3U5,3177
B3KNV5,756
P16333,377
Q58F21,947
Q86YW0,608
O95800,540
O95803,873
Q9NRA2,557
Q9NRA1,345
Q13158,208
P54829,596
P42081,329
Q13153,942
Q8NFH4,326
Q13151,305
P54826,345
P54821,245
Q13156,261
Q8NFH3,380
P52799,333
P52798,207
P52797,238
P52790,923
Q9UII6,327
P62891,51
Q59EE8,1424
A8CED3,304
Q53XD0,237
Q59EE7,1838
P62899,130
Q96Q15,3661
P14868,501
Q92847,366
Q2Q1W2,868
Q92841,652
Q02577,135
Q8IW13,466
A0N0N7,397
A0N0N3,342
P98164,4655
Q14249,297
P98160,4391
P98161,4303
P27169,355
P22102,1010
Q92570,626
Q2NKJ9,570
P22105,4289
E9PBY0,499
B0S7T4,316
Q04759,706
P12829,197
Q8WV37,535
Q6E213,333
P12821,1306
P04049,648
Q9H444,224
B4DZE4,566
O75795,530
Q9Y473,711
O75792,299
P00750,562
B7Z3U6,1023
E5KS15,485
Q02750,393
E9PEG8,1449
Q8IWX8,916
P61457,104
P24855,282
P61106,215
Q9UHM6,495
Q96HD9,319
A8K1P5,261
B2R9L7,389
O43548,720
Q5SQS3,248
O43543,280
O43542,346
O43541,496
Q9UNQ2,313
P09467,338
Q9UNQ0,655
P60660,238
P46940,1657
Q6PGP7,1564
B3KVQ9,215
F8W9N1,394
O94864,414
Q7Z2H8,476
Q6ZMW2,699
B4DR54,693
B4DR50,654
A8K737,361
O94788,518
E9PCU0,1818
E9PCU2,756
Q5T8W1,980
O14829,653
Q7KYS4,821
Q14469,280
P04439,371
O14827,1237
B3KQN4,380
B3KQN7,693
Q96HZ4,224
Q96B02,180
Q7Z3R8,1133
O60315,1214
B4DRB8,827
O60312,1499
B4DRB4,513
B7Z4U4,772
Q6ZNI6,436
Q17R51,894
Q9BZM3,304
O94782,785
O60911,334
P30101,505
Q9UBS8,474
B3KV54,1467
Q63HQ4,3177
A8MTW5,474
Q9UBS0,482
Q53EW6,496
Q9UBS3,223
Q9UBS4,358
Q9UBS5,961
F8VWB4,1030
Q7Z3N0,502
Q19QZ8,2377
Q19QZ9,2377
P34820,402
Q06278,1338
E9PF04,609
P63316,210
Q8NG26,350
Q8NG27,643
Q96HQ0,511
D3DPY5,261
Q9H9A7,625
Q15262,1472
P25063,80
O00159,1108
Q6UX41,500
F6VPY9,973
O00155,361
O00154,380
P61225,183
P61224,184
A6NEG5,474
F5H3C6,1032
Q9H0M5,742
Q06187,659
Q13639,428
Q13636,194
B3KNK8,839
O95025,777
Q13635,1447
Q13630,321
Q9BPV8,354
A7E2E5,1112
A7E2E0,1068
A7E2E1,1681
O00487,310
Q8NGR9,330
O00483,81
O00482,541
O00481,513
A8K673,177
Q9H9A5,804
Q10981,343
P05141,323
P52895,323
D9IC56,274
P55209,391
Q5XKG8,680
O95125,648
P31275,282
P31274,263
P31277,338
A4D2K5,666
P31271,388
P31270,313
P31273,242
B7Z2J7,592
Q7Z4S6,1675
Q9H0D6,950
D9ZGG3,365
D9ZGG2,478
D9ZGG0,495
Q9BRT9,223
Q9NSB4,513
Q9NSB2,600
Q9NZR4,365
B4DJ77,416
B4DJ76,1005
Q9NP84,129
Q86UL8,1455
Q9NP81,518
Q96QG2,927
Q96QG1,927
Q96SR6,550
Q9UJ14,662
Q7Z412,365
P15848,533
Q1PSW9,1586
Q03933,536
P18564,788
Q96NA2,831
Q08050,763
Q9HBG7,655
Q9HBG4,840
Q86YB8,467
B4DZZ2,1505
Q6IA86,891
Q12857,554
Q12851,820
Q12852,892
Q8MH44,255
B7ZB64,771
Q01064,536
P28221,377
P28222,390
P28223,471
Q15759,364
Q5JNZ3,666
Q5FBX5,177
Q5FBX8,353
P04234,171
P04233,296
Q96T88,806
Q15014,288
P00439,452
B4DZ79,471
Q6ZMH4,797
P35080,340
Q99504,573
B2RB25,735
P68133,377
O43849,821
Q5T9Y4,317
Q6IB33,118
O43847,1219
E7EPA4,685
Q8WVM7,1275
Q9UER7,740
P01344,236
O75494,262
P35227,344
O75496,209
P35225,146
P35222,781
P35221,929
Q14188,446
P35558,622
P10176,69
P35228,1153
O60678,548
Q8NEE6,735
O60674,1132
O60675,157
O60673,3130
Q6P5P9,1708
B3KNW8,1328
Q69YZ7,1147
O15427,465
O95837,355
Q6ZPD7,493
Q7L5N7,544
Q86SE8,214
Q7L5N1,327
Q96JE9,813
E5KRK5,741
P49019,387
Q59G17,1336
O75676,772
Q5VW28,570
B3KN30,1127
B3KN35,285
B4DPV0,562
A8K8D4,481
E9PC80,551
P52630,851
A8K8D3,212
P23443,525
Q8IVM8,553
Q8NGW1,331
P61812,414
O43711,291
B4E2J0,769
O43719,755
Q15858,1989
Q14721,858
P50135,292
Q14722,419
Q6ZWP6,415
P29350,624
Q9NYJ7,618
Q9Y5W3,355
B7Z7H6,210
Q8IXY8,337
Q9Y5W5,379
B2R659,761
Q6UXZ4,958
P35226,326
B0YJ76,187
P56915,257
Q99759,626
P35555,2871
Q99757,166
P48380,749
Q99755,562
F5GXX7,346
P49682,368
Q9UI95,224
P49427,236
P35557,820
Q8N4G4,313
P25789,261
Q14185,1931
Q9UK80,1055
Q53X45,171
Q9UI98,455
Q7Z7M1,963
Q7Z7M8,397
B4DT49,458
Q14186,410
F8WEP6,684
Q9NYJ8,693
P51888,382
P48039,350
Q8IZC7,436
Q53SZ8,417
Q5XG91,1830
B4DIN9,741
Q9NZ71,1400
B4DIN1,260
P51668,147
Q16581,482
Q16587,644
Q16586,387
Q16585,318
Q16584,847
Q9HAV0,340
Q96RP8,456
Q16589,344
B7ZLA7,524
Q96RP9,751
B7Z6V5,470
P33316,252
Q7Z4J5,615
B7Z6V1,245
Q66SS1,456
Q7Z784,494
Q8WXD0,754
Q5U0F4,325
Q8WXD5,167
E9PGD2,573
E9PGD1,391
B2RD24,979
B4DYC7,355
E9PAX3,432
E9PAX2,355
P16220,341
E9PHD0,375
E9PHD1,1403
Q53H47,671
Q96PG8,261
Q8IZH2,1706
Q16769,361
P04844,631
Q59FQ5,604
Q16763,222
P04843,607
P15036,469
Q05BU5,1271
Q7Z569,592
Q7Z566,181
P47890,313
Q9Y2B2,252
P47893,321
P47895,512
P47897,1512
P47898,357
O60671,282
E9PEZ2,1272
Q9NWU8,838
Q5UCE2,455
O14618,274
O14617,1153
O14610,88
Q68Y55,366
Q9UNL4,249
A8CG34,1229
P50552,380
B3KWC4,846
Q9UNL2,198
B4DX62,390
B4DN83,1159
B2RA17,309
P56524,1084
P51970,172
Q6V1X1,898
A8K0Q1,326
Q9BYD1,178
P17174,413
P17040,1043
P52952,324
P52951,348
Q9BW91,350
Q16836,763
P52954,281
P31644,462
P31645,630
Q7L0J3,742
P31641,620
Q5QNY7,318
Q86UZ8,641
Q9Y4X5,557
Q9Y4X4,402
Q9Y4X3,112
B4DF88,381
B4DF89,384
Q9Y573,584
B4DF85,611
P98179,169
Q86UZ6,589
Q9NY65,467
Q68DB7,465
P42898,697
P14854,86
Q8NDT2,890
P14859,743
P05089,322
B3KVN4,422
O00743,305
O00744,389
Q04912,1400
O00746,233
Q93086,422
O00748,587
Q93088,406
Q3MIB5,263
Q6I9V2,298
P09417,244
Q6I9V5,298
P98172,346
A8MYD5,250
Q8TAK5,448
Q9Y6N1,276
F5GWS5,1610
P08235,988
Q9Y2X7,761
P02730,912
P08236,651
P08238,724
Q9Y6N8,788
Q9HAZ1,481
A4FTV9,130
P17509,224
A8K6G4,909
Q9UJ04,464
O95825,349
P06340,250
Q15119,407
O95822,493
Q6PK16,2018
Q15116,288
Q96AZ9,644
Q53F55,212
Q49AN0,593
Q96RS0,853
B4DJ67,487
O15229,486
O15228,680
Q5EBM0,449
Q9H0V9,348
Q6IN79,1885
E9PDM4,366
C6KYL4,330
Q05D65,1074
E9PDM9,397
Q9UF47,199
P32238,428
P32239,447
Q7RTR8,314
Q96L50,414
Q9Y576,335
P11413,515
B3KXX9,763
Q5U5R9,780
Q8N6D2,247
A8MZB2,178
Q9UK45,103
O75807,674
Q9NSA3,81
Q6P9B9,1019
Q92685,438
O75808,1086
P27144,223
A0N0L8,302
Q53QE7,372
A0N0L5,468
Q53QE4,1085
Q8N0V5,402
Q04771,509
Q5JQ10,362
P04062,536
P26368,475
P04066,466
P26367,456
Q8NFJ6,384
Q8NFJ5,357
Q8NFJ4,626
P54803,685
P54802,743
Q9P2N5,1060
B7Z3W1,441
Q14533,505
Q14534,574
B4DZG1,593
Q8NFJ8,381
Q8NGW6,343
Q5SQQ7,385
Q5SQQ9,334
P19022,906
A0N071,147
O43529,404
O96028,1365
A8K4C8,211
P07902,379
O43520,1251
P07900,732
B7ZL06,697
O43525,872
P15621,663
P15622,560
O43526,880
B4DR77,541
Q6FIE9,274
P49247,311
Q6ICR9,290
Q8NCC5,494
Q9UNS1,1208
Q9UNS2,423
Q9P1Q5,309
O94889,574
O94887,1054
Q53FC8,435
Q17RZ6,1464
Q6ZMU0,330
O14842,300
O14843,346
O14841,1288
Q9NYR8,311
Q6IEV9,310
Q15392,516
Q15853,346
Q9BT22,464
Q6NSJ8,897
P0CH99,300
Q9P2N7,655
B3KQL2,419
P41002,786
P58005,492
P58004,480
Q96G78,885
O75116,1388
Q5VXN4,334
O75110,1047
B7Z9U7,771
F8W7W6,406
B4DP58,227
B6ZGU0,410
Q9UPY6,502
Q14500,433
Q658J6,125
Q8NEZ2,397
B4DGD0,770
E9PE92,769
Q8NEZ5,403
O60337,910
P98077,582
P33121,698
O60333,1823
O60331,668
P38484,356
Q9UBU2,259
Q9UBU3,117
Q16394,746
Q9UBU7,674
A8K7X7,380
A8K7X6,366
P38646,681
Q9UBU9,619
B3KV31,203
B3KV35,330
P61024,79
Q0P681,213
P61026,200
P61020,215
Q06210,699
P13501,91
P13500,99
Q5T8U4,266
E9PCS7,228
Q96K12,515
Q99758,1708
Q8NG06,486
Q9BQL0,392
Q8N5Z0,425
O00175,119
B1AQK4,2340
P12270,2363
Q8N5B3,3359
P12277,381
A8C4L5,204
A8MVC8,295
A4D1W7,426
O14773,572
Q8N5Z4,397
Q15287,305
Q15286,276
P55196,1824
P61244,160
P61247,264
O95049,933
Q13619,759
B7Z751,377
Q13568,504
B3KNI3,628
Q13569,410
O95045,317
Q13615,1198
O95047,310
B7XGB9,459
Q9Y618,2525
F8VQP3,767
Q9NS18,164
Q9UM21,535
B7WPD3,161
Q96N20,296
Q5SRL2,539
Q6PE48,1642
O00358,373
Q96I59,477
Q8NER5,493
Q8N4T8,237
Q0VDG4,426
Q0VDG5,426
O95104,1147
A8MXV4,375
Q13561,406
B4DQT9,898
Q5XKE5,535
Q5DT00,534
Q5DT01,534
Q5DT02,530
P51692,787
Q9H6U9,1621
Q96AL5,455
Q9BYT8,704
O15031,1838
A0PJ48,1426
P10696,532
Q9UJW7,825
Q9NSD5,602
Q9NSD7,469
P37173,592
Q9NSD9,589
Q8NAK2,4377
P38405,458
Q9NZP2,312
P15822,2718
P60673,137
P31431,198
Q9UKB1,542
P18507,515
P18505,474
Q96ST3,1273
P18509,176
F1D8T1,504
F1D8T0,504
Q96QE2,648
Q96NG8,548
B2R9N9,1049
Q96NG5,402
F8W8G1,603
Q9Y223,722
P16591,822
Q12874,501
Q12873,2059
Q9Y226,551
Q12870,223
P49257,510
Q9HBI1,397
Q9BU02,230
Q12879,1464
Q00688,224
Q6NWY9,871
Q9BWJ1,379
P04216,165
P48382,616
Q92844,425
Q9HBQ4,346
B3KTQ4,331
Q5YLN8,207
B7ZB44,655
P09629,217
P56750,224
A1A528,779
Q86VA4,2127
P09622,509
Q9NWS9,450
Q8NGT9,310
Q546Q1,428
O43865,530
O43861,1147
A0MNP2,409
O43869,369
Q59F91,415
A0ZT98,367
C9JAF2,236
Q6RI45,1802
Q8TDT2,470
E7ERP6,380
F8W742,619
P46777,297
Q66K39,361
P46778,160
P46779,169
Q5TZT2,344
O75478,443
O75474,233
Q5VU21,465
O75473,907
Q5T5U9,392
O60658,829
Q2XQG6,250
P02746,253
Q9NRA0,761
E9PRS2,758
B9EGJ9,818
Q9NUN7,267
O60656,530
Q8N9F8,522
P28715,1186
B4E295,973
F5GYC0,626
Q8NGB8,312
P01909,255
Q5VTZ2,181
Q96SK3,696
Q6ZYL4,71
P46597,345
Q8WV44,630
Q92478,149
Q96JC4,524
Q5VZ98,780
Q5TF02,780
P08574,325
P08575,1306
P23467,2127
Q8NGU2,314
Q9Y4C0,1643
P08571,375
Q13057,564
P23469,700
P23468,1912
P01906,255
B4DPK3,329
P08579,225
P20273,847
Q38G75,348
Q86T24,672
Q8IVC4,421
Q9Y5Q5,1042
B2ZP79,195
Q8IVC0,499
E9PC62,521
P37288,418
Q6UB35,979
Q0PJU0,348
Q8N424,535
P01903,254
Q8N393,782
O43731,214
Q5JU85,1478
Q9BZE3,327
Q9BU04,425
A4D1H4,411
A4D1H7,375
Q14703,1052
Q9NPB1,239
P54619,331
Q9Y5Y9,1956
Q9NPB6,346
B7Z7J4,636
E7EN99,913
Q9Y5Y6,855
Q6FGP0,208
Q9Y5Y3,372
Q9NS56,1045
Q99731,104
Q99733,386
P32004,1259
Q99735,147
B0YJ93,228
Q05CN5,647
P62714,309
Q76I76,1450
Q8N4E7,242
E9KL45,2647
E9KL44,763
E9KL47,374
E9KL42,421
O95696,1189
B4DQK0,265
E9KL48,558
P05997,1499
Q9NZ56,1722
Q8NEL9,900
Q9NZ53,605
Q9NZ52,723
E9PDV0,405
Q9HCN6,339
B7Z500,458
Q76LX8,1427
Q86Y01,620
Q86Y07,508
Q8IWC3,606
P22732,501
O43193,412
O43194,453
P22735,817
O43196,834
Q38SD2,2015
Q8N6Q3,437
A6NFW0,317
B3KMS0,1401
Q16566,473
Q16560,246
P11464,426
P11465,337
Q86SQ9,333
Q86SQ6,853
Q86SQ4,1221
Q7Z763,336
Q6DKI2,356
E2GIM7,452
P42330,323
E9PGJ7,606
E9PGJ6,167
Q969N4,342
Q8NCR0,500
Q9UFD5,2471
Q9UFD3,1544
O14986,540
P15018,202
O14983,1001
B2RCL1,626
O14980,1071
Q96KC8,554
B2CIS9,242
P56962,302
Q5U091,189
P50222,304
Q96KC2,179
P50221,254
Q16706,1144
Q9BY76,406
Q96G46,650
P50226,295
P07101,528
Q9Y2L8,839
Q64GA9,504
F5GZG6,243
P07108,148
P50224,295
Q9Y2L1,958
Q6IAL9,202
O14678,606
B4E0R9,1039
Q8NEY4,427
P41743,596
Q8N8A6,666
O14672,748
Q96QD8,506
P50579,478
P55058,513
B3KUV5,286
Q8WXB4,792
B3KUV6,501
B3KWE2,916
P63092,1037
P50570,870
P55055,461
Q2YD84,372
B4DX48,628
Q8NBP7,692
B4DX44,427
B4DFE0,611
B4DFE3,614
Q9BVS4,552
B4DFE7,2315
Q6IPS5,1197
Q7GXY9,350
O14514,1584
P09382,135
Q71U36,451
O14511,858
O14512,581
P49821,464
Q15545,349
Q15542,800
Q15543,124
Q5T081,438
C0LTP7,673
Q03014,270
Q03013,218
Q8WWH5,349
P23921,792
Q8NGT5,310
B8Q1L8,400
Q7Z333,2677
Q6TCH8,604
B8Q1L9,400
Q9Y624,303
B4DLP9,529
Q07954,4544
A5YRU5,1255
C0LTP3,673
Q86YH7,1084
O75886,525
Q7Z780,240
P20718,246
P20719,270
P11801,424
P11802,303
P20711,480
B7Z8E2,399
B3KVL3,836
B3KVL4,721
F5H737,432
Q6R327,1708
P48995,793
Q13868,293
Q13867,455
B4DUG6,262
B4DUG7,265
Q7Z3W6,354
B4DUG3,773
Q53RC7,488
P08218,306
P57103,927
Q8TAI7,183
P08217,269
A0T124,2540
P52429,567
E5KNU5,1239
D6RDK4,724
Q1ET61,295
Q1ZYQ1,450
Q15131,360
A8K6M0,723
P17568,137
A8K882,437
Q15139,920
O95843,209
Q9H159,3298
Q67BC3,247
Q96AX9,1070
O95848,222
Q86UC8,330
Q96AX2,228
P24385,295
Q9H0T7,212
Q86W56,976
O15205,165
O15204,470
Q9BXI3,368
P43243,895
Q86W50,562
E9PDK3,399
Q8WZ94,311
P24310,79
Q6B8I1,327
Q5F0P7,508
Q9UK22,296
Q9UK23,515
Q8N6F1,224
P83110,453
B3KXZ3,812
Q96FA3,418
Q96FA2,563
Q9NQN1,319
Q9H3H5,408
Q0ZFD6,381
Q96LB8,373
Q96LB9,341
Q9H3H1,467
Q96LB4,118
A8MX76,684
Q96LB0,322
Q96LB1,330
Q96LB2,322
Q969F8,398
Q8TC30,511
P07686,556
Q33E94,735
Q8IX89,288
Q05CG6,1912
P18858,1093
Q92800,747
Q969F2,451
Q92806,393
P0C7T3,313
Q02539,215
Q6IBL8,493
E9PBU6,324
Q02535,119
E9PBU2,749
Q5HYH0,805
Q8WYA6,563
B7Z3I7,352
B3KPL8,538
Q8WYA1,636
Q7GXY8,599
P13639,858
P04000,364
P04001,364
Q86TB9,770
P04004,478
Q96EY1,480
Q9H488,388
Q8NFL0,401
A6ZIE0,1255
A6ZIE6,1255
A6ZIE4,1255
P54868,508
B2RNB2,824
O43503,376
O43502,376
Q53T18,404
O43506,726
O43505,415
P41240,450
O43508,330
Q9NRZ7,376
Q8TD43,1214
P22670,979
O96008,361
O96009,420
B3SXT0,411
C9JP98,988
O96000,172
O96001,155
Q9UHA3,163
O96004,215
Q9P241,1426
O96007,188
Q6VB84,417
P0C1Z6,253
P49221,684
Q6IQ20,393
Q6FIC5,253
Q1HBJ4,360
Q9H4M9,534
Q96EY8,250
Q9H4M3,256
Q3MNF0,2029
Q53FA7,332
Q504W6,731
A2A2I7,212
C9JX97,587
Q6NSL1,979
Q8N3R9,675
Q53TL5,1500
Q6NSL8,581
O14867,1249
Q96RV2,553
O14862,343
Q3MHC9,1042
A7E211,1211
D0PNI1,246
B7Z4Q3,458
Q5VXH9,497
Q13261,267
Q13263,835
P54289,1110
Q13268,280
Q16762,297
O60359,315
B5MEF0,118
P20142,388
B4DGJ9,1530
Q9BWP8,271
Q02790,459
O60353,706
Q16760,1214
Q9NPV6,1138
Q8TEM1,1887
P61006,207
Q9UBW8,275
Q13398,629
P61009,180
A4QPA9,393
B3KV18,780
Q15738,373
Q9NRM6,502
B3KV13,433
Q9UIW2,1896
P40198,252
P40199,344
A4D182,443
O15444,150
Q8TCX1,351
O15440,1437
P54136,660
P54132,1417
Q6ZSM3,516
Q9NYP7,326
E9PCQ8,453
Q5TGS1,186
Q8NEP9,628
P14550,325
P14555,144
E9PCQ1,609
Q9NYP9,233
Q45QG9,147
O00115,360
P61266,288
P17097,697
O00116,658
Q9BS34,389
P17098,575
B7ZLR4,1465
O95067,398
O95065,1624
A4D1U7,188
A4D1U6,333
O95069,426
A4D1U3,159
A4D1U0,299
Q8NA82,808
A7E2Y1,1941
Q9H0I9,626
Q5T601,910
E9PSF9,516
Q9UBY9,258
Q9UBR4,402
P51508,661
B7Z773,426
B7Z772,208
B3KX95,471
B0V3L5,304
B0V3L4,304
Q4JGY1,179
C1K3N5,233
B0V3L0,304
P30414,1462
B0V3L2,304
P30530,894
P30419,496
B4DKY2,780
Q504Q3,1202
Q14620,195
Q5I7T1,473
Q658W3,630
Q658W2,1096
Q6NZX3,574
Q9UBF8,816
P48507,274
O00160,1143
Q15628,312
O15056,1496
O15054,1643
O15055,1255
Q06945,474
P48509,253
B4DQV0,423
Q9BRX9,315
Q9NZN4,543
P16415,610
Q86XD8,727
Q14626,422
P16410,223
Q9NZN1,696
Q7Z4W1,244
Q7Z4W2,148
C7FDY0,208
Q9NZN8,540
P12524,394
Q8N5D6,347
P37198,522
Q8WXS8,1226
Q07011,255
P12259,2224
P36888,996
A8MZ62,340
Q9P019,125
Q86V90,2016
A4D0Q6,1102
Q6UXD7,560
Q9UMQ3,279
Q9NRM0,540
Q9BPW5,248
Q9UMQ6,739
P56192,900
P56199,1179
Q9Y620,910
Q9HBK9,375
B1ALR1,360
B4DHI8,1005
B4DY81,423
Q547S7,519
Q9BU64,300
P07738,259
Q14D68,426
Q99436,277
Q8WUW5,361
Q13627,763
P07737,140
Q3KU23,754
P09603,554
Q8TCF0,481
P09601,288
P04275,2813
Q05BJ4,852
P43354,609
D8L7E9,483
B4DZ33,1210
D3DNH0,350
Q9BPW9,379
F1LIP6,639
B4DZ34,1220
Q01892,262
B7Z1D5,665
B7Z1D7,645
Q8TDV2,347
D2DTW2,781
Q6IB77,296
Q8TDV5,335
O43889,395
